web_scraper_order,web_scraper_start_url,lien_detail,Details,Prix,Adresse,Image_lien
"1767369450-483","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/male-brahma-3983729","À vendre","20 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3983729_uploaded_image1_1669650251.jpg"
"1767369453-484","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-3986519","Je vend c couple de pigeons","85 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3986519_uploaded_image1_1669815997.jpg"
"1767369455-485","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-3989311","Des pigeons allemands très haute sur pattes","80 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3989311_uploaded_image1_1669935034.jpg"
"1767369458-486","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-mal-cochain-3990507","Cochain blanc mal adultes","65 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3990507_uploaded_image1_1669994795.jpg"
"1767369461-487","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-francais-3999035","Pigeon français a vendre à un prix abordable","25 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3999035_uploaded_image1_1670454354.jpg"
"1767369464-488","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-brahma-4005445","Bonjour a tous je vend mon couple brahma columbia et blanc laisser moi un message sur whatsapp","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4005445_uploaded_image1_1670854767.jpg"
"1767369467-489","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4009110","Pigeons voyageurs papiété blanc   blanc sec   bleu écailles bague 2021 2022","12 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4009110_uploaded_image1_1671058199.jpg"
"1767369471-490","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-4012177","Poules","35 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4012177_uploaded_image3_1671225532.jpeg"
"1767369474-491","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-4012180","","30 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_4012180_uploaded_image1_1671225603.jpg"
"1767369477-492","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-4013190","Je suis dans le besoin en ce moment c'est pourquoi
j'ai des pigeons a vendre plusieurs race king , romain,pan,boulon etc..","50 000 CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_4013190_uploaded_image1_1671298740.jpg"
"1767369480-493","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeons-4019501","Couple noir en cour de reproduction","14 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4019501_uploaded_image1_1671719532.jpg"
"1767369482-494","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-mondain-4021333","Couple mondain producteur","90 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4021333_uploaded_image1_1671837659.jpg"
"1767369485-495","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-texan-4021335","Couple texan","40 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4021335_uploaded_image1_1671837753.jpg"
"1767369488-496","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-4021629","","3 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4021629_uploaded_image1_1671880183.jpg"
"1767369491-497","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-4028864","Vente de poulet de chair prix varie entre 3500 et 4000 fcfa","3 500 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4028864_uploaded_image2_1672481470.jpeg"
"1767369494-498","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-4030993","2 mal cochin blanc  ventre","50 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4030993_uploaded_image1_1672682272.jpg"
"1767369497-499","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-4030997","","50 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4030997_uploaded_image1_1672682387.jpg"
"1767369500-500","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruche-ondulee-4033032","Notre perruche ondulée est un oiseau domestique magnifique, avec un plumage coloré et des ailes ondulées caractéristiques. 
la perruche ondulée est également très intelligente et peut apprendre à imiter certaines phrases et sons. elle a besoin d'un minimum espace pour voler et s'exprimer, et a également besoin d'une alimentation saine et équilibrée pour rester en bonne santé. si vous cherchez un animal de compagnie unique et affectueux, notre perruche ondulée est le choix idéal. n'hésitez pas à nous contacter pour plus d'informations ou pour passer une commande.","20 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4033032_uploaded_image1_1672783609.jpg"
"1767369503-501","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruches-anglaise-couple-4033120","Notre perruche anglaise est un oiseau domestique magnifique et affectueux, avec un plumage coloré et des ailes puissantes. elle est très sociable et peut apprendre à imiter certaines phrases et sons. elle a besoin d'un grand espace pour voler et s'exprimer, et a également besoin d'une alimentation saine et équilibrée pour rester en bonne santé. si vous cherchez un animal de compagnie unique, notre perruche anglaise est le choix idéal. n'hésitez pas à nous contacter pour plus d'informations ou pour passer une commande.","50 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4033120_uploaded_image1_1672788351.jpg"
"1767369506-502","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-voyageur-blanc-4034942","Cest un tres bon couple","15 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4034942_uploaded_image1_1672874900.jpg"
"1767369508-503","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeons-voyageurs-4034954","Un très bon couple meunier","12 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4034954_uploaded_image1_1672875776.jpg"
"1767369511-504","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-angoura-4036533","Tres bon couple","30 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4036533_uploaded_image1_1672950565.jpg"
"1767369514-505","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-de-chair-4041126","Poussin d'un jour qui sera disponible le 6 mars pour la korité.
faites vos commandes yekh niak nak","35 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4041126_uploaded_image1_1673258391.jpg"
"1767369517-506","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chairs-4044027","Poulets de chairs de 2kg 2kg500 3kg 3kg500 4kg disponibles partout au sénégal","4 000 CFA","Ziguinchor, Sénégal","https://images.coinafrique.com/thumb_4044027_uploaded_image1_1673388793.jpg"
"1767369519-507","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-braman-cochin-4050193","Bonjour je vend un couple cochin tout blanc très jolie avec le male très robuste et une femelle qui ponde ses premiers œufs  en ce moment , une occasion à saisir","950 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4050193_uploaded_image1_1673725687.jpg"
"1767369522-508","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-braman-cochin-4050206","Bonjour je vend un couple cochin tout blanc très jolie avec le male très robuste et une femelle qui ponde ses premiers œufs  en ce moment , une occasion à saisir","95 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4050206_uploaded_image1_1673726092.jpg"
"1767369525-509","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-chochin-4050293","Bonjour je vend un couple cochin tout tres jolie , un male robuste plus une femelle qui ponde , je vend aussi un male metisse noir et blanc et aussi des dindes de chair poussin.","95 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4050293_uploaded_image1_1673730559.jpg"
"1767369527-510","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4052032","Des laperaux metisage  dispo a dakar","20 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4052032_uploaded_image1_1673874541.jpg"
"1767369530-511","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-angora-4054751","Lapereau angora","10 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4054751_uploaded_image1_1674032700.jpg"
"1767369560-512","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-pondeuses-4055238","Poules pondeuse 8 semaines et 17 semaines dispo sur commandes. nous avons des sujets de qualité traité et suivis par des professionnels.","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4055238_uploaded_image2_1674047643.jpeg"
"1767369563-513","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-tete-de-lion-4060697","Lapin femelle tête de lion a vendre","25 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4060697_uploaded_image1_1674397870.jpg"
"1767369567-514","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4069804","","15 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4069804_uploaded_image1_1675001928.jpg"
"1767369570-515","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-femelle-angora-4088341","Femelle angora","20 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4088341_uploaded_image1_1675964415.jpg"
"1767369575-516","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-cou-nu-4098076","Ventes de poussins cou nu bleue hollandais démarrés à  1 mois 15 jours","2 500 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4098076_uploaded_image1_1676582659.jpg"
"1767369578-517","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-4099352","","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4099352_uploaded_image1_1676659955.jpg"
"1767369580-518","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-4099353","","5 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4099353_uploaded_image1_1676660089.jpg"
"1767369583-519","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahman-4107161","Coq brahma métisse trés robuste avec un joli mélange de couleur","43 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4107161_uploaded_image1_1677172109.jpg"
"1767369585-520","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-a-manteau-4111707","Voyageurs à manteau avec différentes couleurs","50 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4111707_uploaded_image1_1677517375.jpg"
"1767369588-521","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondains-4111710","Mâle 2022 très bonne qualité","100 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4111710_uploaded_image1_1677517472.jpg"
"1767369591-522","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-brahman-4119858","Trio brahma blanc herminé noir de 2 mois","70 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4119858_uploaded_image1_1677937311.jpg"
"1767369593-523","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4123300","Lapereau unité 10mil","10 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4123300_uploaded_image1_1678175207.jpg"
"1767369596-524","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-4125350","Lapin","15 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4125350_uploaded_image1_1678282298.jpg"
"1767369599-525","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-diamant-mandarin-4130101","Des couples diamant mandarin huppé","30 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4130101_uploaded_image1_1678546170.jpg"
"1767369601-526","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-paon-indien-4133025","Je vends mon couple paon en plein production","55 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4133025_uploaded_image1_1678744597.jpg"
"1767369604-527","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-texans-4134077","Texans importés très bonne souche","15 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4134077_uploaded_image1_1678808506.jpg"
"1767369607-528","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereau-geant-fauve-4134335","Lapereau géant fauve","25 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4134335_uploaded_image1_1678820167.jpg"
"1767369609-529","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=4","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4145983","Lapereau","10 000 CFA","Niaga, Sénégal","https://images.coinafrique.com/thumb_4145983_uploaded_image1_1679578952.jpg"
